Organism/Name	TaxID	BioProject Accession	BioProject ID	Phyla	Genus	Size (Mb)	GC%	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession
Corynebacterium glutamicum SCgG1	1232381	PRJNA175236	175236	Actinobacteria	Actinobacteria	3.35062	53.9	3101	3023	2013/06/03	2013/07/12	Complete	Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences	0	GCA_000404145.1
Corynebacterium glutamicum SCgG2	1232383	PRJNA175241	175241	Actinobacteria	Actinobacteria	3.35062	53.9	3103	3025	2013/06/03	2013/07/12	Complete	Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences	0	GCA_000404185.1
Brucella melitensis biovar Abortus 2308	359391	PRJNA16203	16203	Proteobacteria	Alphaproteobacteria	3.27831	57.2353	3418	3034	2005/11/22	2013/05/23	Complete	Oak Ridge National Laboratory	0	GCA_000054005.1
Lactobacillus plantarum subsp. plantarum ST-III	889932	PRJNA52949	52949	Firmicutes	Bacilli	3.30794	44.5045	3182	3038	2010/10/01	2012/07/10	Complete	Technology Center of Bright Dairy & Food Co., Ltd	0	GCA_000148815.2
Corynebacterium variabile DSM 44702	858619	PRJNA50001	50001	Actinobacteria	Actinobacteria	3.43301	67.1	3131	3039	2011/07/19	2013/06/08	Complete	Center of Biotechnology, Bielefeld University	0	GCA_000179395.2
Clostridium cf. saccharolyticum K10	717608	PRJEA45855	45855	Firmicutes	Clostridia	3.76978	50.2	3094	3043	2010/03/25	2013/06/11	Complete	metaHIT	0	GCA_000210535.1
Acetobacter pasteurianus IFO 3283-12	634459	PRJNA32203	32203	Proteobacteria	Alphaproteobacteria	3.33699	53.0701	3118	3046	2009/08/27	2012/06/18	Complete	Acetobacter pasteurianus genome sequencing consortium	0	GCA_000010965.1
Acetobacter pasteurianus IFO 3283-32	634457	PRJDA31139	31139	Proteobacteria	Alphaproteobacteria	3.33704	53.0701	3118	3046	2009/08/27	2012/06/18	Complete	Acetobacter pasteurianus genome sequencing consortium	0	GCA_000010925.1
Acetobacter pasteurianus IFO 3283-07	634454	PRJDA31133	31133	Proteobacteria	Alphaproteobacteria	3.33843	53.0701	3119	3047	2009/08/27	2012/06/18	Complete	Acetobacter pasteurianus genome sequencing consortium	0	GCA_000010865.1
Acetobacter pasteurianus IFO 3283-22	634455	PRJDA31135	31135	Proteobacteria	Alphaproteobacteria	3.33965	53.07	3120	3048	2009/08/27	2012/06/18	Complete	Acetobacter pasteurianus genome sequencing consortium	0	GCA_000010885.1
Acetobacter pasteurianus IFO 3283-03	634453	PRJDA31131	31131	Proteobacteria	Alphaproteobacteria	3.33967	53.07	3120	3048	2009/08/27	2012/06/18	Complete	Acetobacter pasteurianus genome sequencing consortium	0	GCA_000010845.1
Acetobacter pasteurianus IFO 3283-26	634456	PRJDA31137	31137	Proteobacteria	Alphaproteobacteria	3.33968	53.07	3120	3048	2009/08/27	2012/06/18	Complete	Acetobacter pasteurianus genome sequencing consortium	0	GCA_000010905.1
Acetobacter pasteurianus IFO 3283-01	634452	PRJDA31129	31129	Proteobacteria	Alphaproteobacteria	3.34025	53.0701	3121	3049	2009/08/27	2013/06/10	Complete	Acetobacter pasteurianus genome sequencing consortium	0	GCA_000010825.1
Candidatus Chloracidobacterium thermophilum B	981222	PRJNA62457	62457	Fibrobacteres/Acidobacteria 	Acidobacteria	3.69537	61.3452	3109	3053	2011/09/23	2013/06/08	Complete	The Pennsylvania State University	0	GCA_000226295.1
Deinococcus geothermalis DSM 11300	319795	PRJNA13423	13423	Deinococcus-Thermus	Deinococci	3.24702	66.4409	3142	3054	2006/05/04	2012/01/24	Complete	US DOE Joint Genome Institute	0	GCA_000196275.1
Ketogulonicigenium vulgare WSH-001	759362	PRJNA48079	48079	Proteobacteria	Alphaproteobacteria	3.2771	61.7339	3198	3054	2011/08/12	2013/07/04	Complete	Jiangnan University	0	GCA_000223375.1
Meiothermus ruber DSM 1279	504728	PRJNA196343	196343	Deinococcus-Thermus	Deinococci	3.09888	63.4	3109	3056	2013/04/22	2013/04/26	Complete	Pacific Biosciences	SRS389814	GCA_000376665.1
Legionella pneumophila subsp. pneumophila	1046631	PRJNA67919	67919	Proteobacteria	Gammaproteobacteria	3.49254	38.4	3184	3059	2012/07/11	2013/06/11	Complete	Genoscope	0	GCA_000306845.1
Maricaulis maris MCS10	394221	PRJNA17333	17333	Proteobacteria	Alphaproteobacteria	3.36878	62.7	3133	3063	2006/09/14	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000014745.1
Lactobacillus plantarum WCFS1	220668	PRJNA356	356	Firmicutes	Bacilli	3.34862	44.4501	3175	3064	2003/02/07	2013/07/04	Complete	Wageningen Centre for Food Sciences	0	GCA_000203855.3
Candidatus Methylomirabilis oxyfera	671143	PRJNA161981	161981	unclassified Bacteria	candidate division NC10	2.75285	58.6	3139	3065	2009/09/16	2013/06/11	Complete	NCBI	0	GCA_000091165.1
Brachybacterium faecium DSM 4810	446465	PRJNA17026	17026	Actinobacteria	Actinobacteria	3.61499	72	3191	3068	2009/08/25	2013/06/10	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023405.1
Pseudoxanthomonas suwonensis 11-1	743721	PRJNA48619	48619	Proteobacteria	Gammaproteobacteria	3.41905	70.2	3172	3070	2011/01/12	2013/06/10	Complete	US DOE Joint Genome Institute	SAMN00713577	GCA_000185965.1
Eggerthella lenta DSM 2243	479437	PRJNA21093	21093	Actinobacteria	Actinobacteria	3.63226	64.2	3184	3070	2009/09/09	2013/06/10	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024265.1
Sulfuricella denitrificans skB26	1163617	PRJDB82	170011	Proteobacteria	Betaproteobacteria	3.21721	56.1162	3124	3073	2013/06/05	2013/09/16	Complete	Institute of Low Temperature Science	0	GCA_000297055.2
Enterococcus faecalis 62	936153	PRJNA61185	61185	Firmicutes	Bacilli	3.13082	37.3617	3157	3075	2011/02/16	2012/09/27	Complete	Laboratory of Microbial Gene Technology and Food Microbiology, Department of Chemistry, Biotechnology and Food Science, Norwegian University of Life Sciences	0	GCA_000211255.1
Corynebacterium glutamicum R	340322	PRJDA19193	19193	Actinobacteria	Actinobacteria	3.3633	54.0971	3153	3077	2007/04/05	2009/05/07	Complete	Research Institute of Innovative Technology for the Earth (RITE), Microbiology research 	0	GCA_000010225.1
Clavibacter michiganensis subsp. michiganensis NCPPB 382	443906	PRJNA19643	19643	Actinobacteria	Actinobacteria	3.39524	72.5311	3167	3078	2007/05/18	2011/01/06	Complete	Center For Biotechnology, Bielefeld University, Germany	0	GCA_000063485.1
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	521098	PRJNA29405	29405	Firmicutes	Bacilli	3.20569	61.8577	3235	3084	2009/09/09	2012/08/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024285.1
Brucella abortus bv. 1 str. 9-941	262698	PRJNA9619	9619	Proteobacteria	Alphaproteobacteria	3.28645	57.2354	3355	3084	2005/04/05	2013/06/10	Complete	University of Minnesota	0	GCA_000008145.1
Fibrobacter succinogenes subsp. succinogenes S85	59374	PRJNA32617	32617	Fibrobacteres/Acidobacteria 	Fibrobacteres	3.84264	48.1	3188	3085	2009/10/15	2013/06/10	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024665.1
Thermobifida fusca YX	269800	PRJNA94	94	Actinobacteria	Actinobacteria	3.64225	67.5	3161	3087	2005/08/08	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000012405.1
Listeria monocytogenes 08-5578	653938	PRJNA36361	36361	Firmicutes	Bacilli	3.10934	37.9653	3161	3088	2010/01/20	2012/12/24	Complete	Public Health Agency of Canada	0	GCA_000093125.1
Lactobacillus plantarum 16	1327988	PRJNA198762	198762	Firmicutes	Bacilli	3.36102	44.3093	3171	3088	2013/06/18	2013/07/07	Complete	University College Cork	0	GCA_000412205.1
Methanocella arvoryzae MRE50	351160	PRJNA19641	19641	Euryarchaeota	Methanomicrobia	3.17992	54.6	3170	3089	2006/07/21	2013/06/06	Complete	Max Planck Institute	0	GCA_000063445.1
Lactobacillus plantarum subsp. plantarum P-8	767468	PRJNA49145	49145	Firmicutes	Bacilli	3.22627	44.5615	3206	3090	2013/05/14	2013/05/16	Complete	The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China	0	GCA_000392485.1
Desulfovibrio vulgaris DP4	391774	PRJNA17227	17227	Proteobacteria	delta/epsilon subdivisions	3.66139	63.1464	3190	3091	2007/01/03	2013/06/06	Complete	DOE Joint Genome Institute	0	GCA_000015485.1
Acidithiobacillus ferrivorans SS3	743299	PRJNA61509	61509	Proteobacteria	Gammaproteobacteria	3.20755	56.6	3335	3093	2011/08/17	2013/06/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713557	GCA_000214095.3
Halovivax ruber XH-70	797302	PRJNA59897	59897	Euryarchaeota	Halobacteria	3.22388	64.3	3187	3099	2012/12/27	2013/06/10	Complete	DOE Joint Genome Institute	SAMN02232030	GCA_000328525.1
Frateuria aurantia DSM 6220	767434	PRJNA64505	64505	Proteobacteria	Gammaproteobacteria	3.60346	63.4	3288	3101	2012/03/02	2013/06/11	Complete	JGI	SAMN02261415	GCA_000242255.3
Lactobacillus casei LOCK919	1318635	PRJNA196824	196824	Firmicutes	Bacilli	3.14337	46.1782	3178	3103	2013/07/08	2013/07/12	Complete	IBB PAS	0	GCA_000418515.1
Alistipes finegoldii DSM 17242	679935	PRJNA40775	40775	Bacteroidetes/Chlorobi 	Bacteroidetes	3.73424	56.6	3302	3110	2012/06/08	2013/06/09	Complete	DOE Joint Genome Institute	SAMN02232007	GCA_000265365.1
Enterococcus casseliflavus EC20	565655	PRJNA32935	32935	Firmicutes	Bacilli	3.42728	42.8	3189	3114	2013/04/11	2013/04/11	Complete	Broad Institute	0	GCA_000157355.2
Enterococcus faecium DO	333849	PRJNA30627	30627	Firmicutes	Bacilli	3.05257	37.9158	3209	3114	2012/05/25	2012/08/31	Complete	Baylor College of Medicine	SRS002520	GCA_000174395.2
Clavibacter michiganensis subsp. sepedonicus	31964	PRJNA184	184	Actinobacteria	Actinobacteria	3.40379	72.4187	3281	3116	2008/02/12	2011/01/06	Complete	Sanger Institute	0	GCA_000069225.1
Coraliomargarita akajimensis DSM 45221	583355	PRJNA33365	33365	Chlamydiae/Verrucomicrobia 	Verrucomicrobia	3.75077	53.6	3192	3120	2010/04/05	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000025905.1
Nitrobacter winogradskyi Nb-255	323098	PRJNA13474	13474	Proteobacteria	Alphaproteobacteria	3.40209	62	3198	3122	2005/09/12	2013/06/10	Complete	DOE Joint Genome Institute	0	GCA_000012725.1
Arcobacter nitrofigilis DSM 7299	572480	PRJNA32593	32593	Proteobacteria	delta/epsilon subdivisions	3.19224	28.4	3220	3126	2010/05/17	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000092245.1
Lactobacillus casei W56	1215914	PRJEB219	178267	Firmicutes	Bacilli	3.1321	46.2533	3234	3126	2012/09/14	2013/06/09	Complete	University of Vienna	0	GCA_000318035.1
Tolumonas auensis DSM 9187	595494	PRJNA33873	33873	Proteobacteria	Gammaproteobacteria	3.47129	49	3292	3130	2009/05/13	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023065.1
Listeria monocytogenes	1234141	PRJEB538	177104	Firmicutes	Bacilli	2.77652	38.1	3216	3131	2013/01/11	2013/06/10	Complete	DTU Food	0	GCA_000382925.1
Methanospirillum hungatei JF-1	323259	PRJNA13015	13015	Euryarchaeota	Methanomicrobia	3.54474	45.1	3294	3131	2006/02/17	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000013445.1
Brucella melitensis ATCC 23457	546272	PRJNA30561	30561	Proteobacteria	Alphaproteobacteria	3.31122	57.2358	3347	3135	2009/03/25	2012/12/31	Complete	Virginia Bioinformatics Institute	0	GCA_000022625.1
Aequorivita sublithincola DSM 14238	746697	PRJNA46631	46631	Bacteroidetes/Chlorobi 	Bacteroidetes	3.52067	36.2	3242	3140	2012/06/08	2013/06/09	Complete	DOE Joint Genome Institute	SAMN02232006	GCA_000265385.1
Rubrobacter xylanophilus DSM 9941	266117	PRJNA10670	10670	Actinobacteria	Actinobacteria	3.22575	70.5	3281	3140	2006/06/09	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000014185.1
Ruminococcus obeum A2-162	40520	PRJNA39167	39167	Firmicutes	Clostridia	3.75749	42.6	3200	3145	2010/03/25	2013/06/11	Complete	MetaHIT	0	GCA_000210015.1
Acidithiobacillus ferrooxidans ATCC 23270	243159	PRJNA53	53	Proteobacteria	Gammaproteobacteria	2.9824	58.8	3303	3147	2008/12/19	2013/06/10	Complete	TIGR	0	GCA_000021485.1
Pseudoxanthomonas spadix BD-a59	1045855	PRJNA67981	67981	Proteobacteria	Gammaproteobacteria	3.45255	67.7	3202	3149	2011/11/02	2013/06/08	Complete	Chung-Ang Univ.	0	GCA_000233915.4
Listeria monocytogenes N53-1	1234142	PRJEB539	177090	Firmicutes	Bacilli	2.77685	38.1	3235	3150	2013/01/11	2013/06/10	Complete	DTU Food	0	GCA_000382945.1
Kyrpidia tusciae DSM 2912	562970	PRJNA31345	31345	Firmicutes	Bacilli	3.38477	59.1	3399	3150	2010/04/29	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000092905.1
Vibrio cholerae LMA3984-4	935297	PRJNA61113	61113	Proteobacteria	Gammaproteobacteria	3.73872	47.9734	3442	3153	2011/04/05	2013/06/08	Complete	Rede Paraense de Gen̫mica e Prote̫mica	0	GCA_000195065.1
Sphaerochaeta pleomorpha str. Grapes	158190	PRJNA50049	50049	Spirochaetes	Spirochaetia	3.59085	46.2	3283	3159	2011/12/05	2013/06/08	Complete	JGI	SAMN02261363	GCA_000236685.1
[Cellvibrio] gilvus ATCC 13127	593907	PRJNA33853	33853	Actinobacteria	Actinobacteria	3.52644	73.8	3263	3164	2011/06/15	2013/06/11	Complete	US DOE Joint Genome Institute	SAMN02232005	GCA_000218545.1
Lactobacillus casei LC2W	999378	PRJNA64433	64433	Firmicutes	Bacilli	3.07743	46.3526	3264	3164	2011/04/01	2012/09/27	Complete	State Key Laboratory of Dairy Biotechnology, Technology Center of Bright Dairy & Food Co., Ltd,China	0	GCA_000194785.1
Syntrophus aciditrophicus SB	56780	PRJNA16258	16258	Proteobacteria	delta/epsilon subdivisions	3.1793	51.5	3217	3166	2006/01/26	2013/05/23	Complete	Integrated Genomics	0	GCA_000013405.1
Anaerolinea thermophila UNI-1	926569	PRJNA60099	60099	Chloroflexi	Anaerolineae	3.53238	53.8	3235	3166	2011/01/25	2013/06/10	Complete	National Institute of Technology and Evaluation	0	GCA_000199675.1
Legionella pneumophila str. Paris	297246	PRJNA13127	13127	Proteobacteria	Gammaproteobacteria	3.6355	38.3637	3278	3166	2004/10/03	2012/12/21	Complete	Institut Pasteur	0	GCA_000048645.1
Methanolobus psychrophilus R15	1094980	PRJNA74005	74005	Euryarchaeota	Methanomicrobia	3.07277	44.6	3229	3167	2012/10/18	2013/06/09	Complete	Beijing Institute of Genomics	0	GCA_000306725.1
Deinococcus radiodurans R1	243230	PRJNA65	65	Deinococcus-Thermus	Deinococci	3.28416	66.6067	3238	3167	1999/11/02	2013/07/04	Complete	TIGR	0	GCA_000008565.1
Synechocystis sp. PCC 6803 substr. GT-I	1080229	PRJDA72559	72559	Cyanobacteria	Oscillatoriophycideae	3.57	47.7	3217	3168	2011/12/02	2013/06/11	Complete	University of Tokyo, Department of Agriculture	0	GCA_000284135.1
Synechocystis sp. PCC 6803 substr. PCC-N	1080229	PRJDA72561	72561	Cyanobacteria	Oscillatoriophycideae	3.5701	47.7	3217	3168	2011/12/02	2013/06/11	Complete	University of Tokyo,  Department of Agriculture	0	GCA_000284215.1
Synechocystis sp. PCC 6803 substr. PCC-P	1148	PRJDA72557	72557	Cyanobacteria	Oscillatoriophycideae	3.57011	47.7	3217	3168	2011/12/02	2013/06/11	Complete	University of Tokyo , Department of Agriculture,	0	GCA_000284455.1
Geobacillus sp. WCH70	471223	PRJNA20805	20805	Firmicutes	Bacilli	3.5088	42.7597	3590	3168	2009/06/11	2009/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023385.1
Synechocystis sp. PCC 6803	1148	PRJDA67081	67081	Cyanobacteria	Oscillatoriophycideae	3.5711	47.7	3219	3170	2011/07/02	2013/06/08	Complete	Graduate School of Arts and Sciences, University of Tokyo	0	GCA_000270265.1
Thiomonas intermedia K12	75379	PRJNA33641	33641	Proteobacteria	Betaproteobacteria	3.4621	63.8464	3321	3172	2010/05/05	2011/04/26	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000092605.1
Clostridium thermocellum ATCC 27405	203119	PRJNA314	314	Firmicutes	Clostridia	3.8433	39	3363	3173	2007/02/14	2013/06/27	Complete	US DOE Joint Genome Institute	0	GCA_000015865.1
Desulfovibrio vulgaris str. 'Miyazaki F'	883	PRJNA27731	27731	Proteobacteria	delta/epsilon subdivisions	4.0403	67.1	3286	3180	2008/12/24	2012/01/19	Complete	US DOE Joint Genome Institute	0	GCA_000021385.1
Acidithiobacillus caldus SM-1	990288	PRJNA63223	63223	Proteobacteria	Gammaproteobacteria	3.2376	60.938	3235	3182	2011/07/20	2011/07/21	Complete	Environmental Microbiology Research Center (EMRC)	0	GCA_000221025.1
Synechococcus sp. PCC 7002	32049	PRJNA28247	28247	Cyanobacteria	Oscillatoriophycideae	3.40993	49.1616	3238	3187	2008/03/14	2008/03/18	Complete	Penn State University	0	GCA_000019485.1
Hirschia baltica ATCC 49814	582402	PRJNA33191	33191	Proteobacteria	Alphaproteobacteria	3.54011	45.1594	3269	3187	2009/07/17	2012/12/23	Complete	US DOE Joint Genome Institute	0	GCA_000023785.1
Legionella pneumophila 2300/99 Alcoy	423212	PRJNA18743	18743	Proteobacteria	Gammaproteobacteria	3.51633	38.4	3243	3190	2010/05/03	2012/12/22	Complete	Valencia University and Public Health Research Superior Center (CSISP) of Valencia's Goverment, Spain	0	GCA_000092625.1
Ignavibacterium album JCM 16511	945713	PRJNA61811	61811	Bacteroidetes/Chlorobi 	Ignavibacteriae	3.659	33.9	3245	3195	2012/04/10	2013/06/08	Complete	The Pennsylvania State University	0	GCA_000258405.1
Sphingopyxis alaskensis RB2256	317655	PRJNA13907	13907	Proteobacteria	Alphaproteobacteria	3.37371	65.4569	3260	3195	2006/05/11	2010/03/12	Complete	DOE Joint Genome Institute	0	GCA_000013985.1
Gluconacetobacter xylinus NBRC 3288	634177	PRJDA64985	64985	Proteobacteria	Alphaproteobacteria	3.51319	60.569	3270	3195	2011/09/23	2012/06/18	Complete	National Institute of Technology and Evaluation	0	GCA_000182745.1
Brucella melitensis bv. 1 str. 16M	224914	PRJNA180	180	Proteobacteria	Alphaproteobacteria	3.29493	57.2357	3264	3198	2001/11/13	2013/06/10	Complete	Integrated Genomics	0	GCA_000007125.1
Lactobacillus casei BD-II	998820	PRJNA64431	64431	Firmicutes	Bacilli	3.12729	46.2523	3300	3199	2011/04/01	2012/09/27	Complete	State Key Laboratory of Dairy Biotechnology, Technology Center of Bright Dairy & Food Co., Ltd,China	0	GCA_000194765.1
Legionella pneumophila str. Corby	400673	PRJNA17491	17491	Proteobacteria	Gammaproteobacteria	3.57647	38.5	3257	3204	2007/05/24	2011/10/19	Complete	Fritz Lipmann Institute (former Institute of Molecular Biotechnology, IMB)	0	GCA_000092545.1
Robiginitalea biformata HTCC2501	313596	PRJNA13461	13461	Bacteroidetes/Chlorobi 	Bacteroidetes	3.53038	55.3	3253	3205	2009/09/11	2013/06/10	Complete	The Gordon and Betty Moore Foundation Marine Microbiology Initiative	0	GCA_000024125.1
Eubacterium rectale M104/1	39491	PRJNA39161	39161	Firmicutes	Clostridia	3.69842	40.8	3261	3206	2010/03/25	2013/06/11	Complete	MetaHIT	0	GCA_000209955.1
Xanthomonas albilineans GPE PC73	380358	PRJEA16687	16687	Proteobacteria	Gammaproteobacteria	3.8523	62.9055	3266	3208	2010/01/07	2012/03/16	Complete	Genoscope	0	GCF_000087965.2
Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	1048834	PRJNA68273	68273	Firmicutes	Bacilli	3.12405	61.5	3297	3208	2011/07/05	2013/06/08	Complete	Key Laboratory of Genome Science and Information, Beijing Institute of Genomics, Chinese Academy of Sciences	0	GCA_000219875.1
Ketogulonicigenium vulgare Y25	880591	PRJNA51787	51787	Proteobacteria	Alphaproteobacteria	3.2884	61.7422	3358	3213	2010/10/15	2013/06/10	Complete	Beijing Institute of Biotechnology	0	GCA_000164885.1
Ralstonia solanacearum CFBP2957	859656	PRJEA50685	50685	Proteobacteria	Betaproteobacteria	3.41739	66.5	3365	3219	2010/06/22	2013/05/15	Complete	CIRAD UMR	0	GCA_000197855.1
Allochromatium vinosum DSM 180	572477	PRJNA32547	32547	Proteobacteria	Gammaproteobacteria	3.66907	64.2117	3366	3220	2010/02/16	2011/10/13	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000025485.1
Enterococcus faecium Aus0085	1305849	PRJNA193299	193299	Firmicutes	Bacilli	3.23928	37.947	3317	3221	2013/08/06	2013/08/06	Complete	University Of Melbourne	0	GCA_000444405.1
Legionella pneumophila subsp. pneumophila	1046632	PRJNA67921	67921	Proteobacteria	Gammaproteobacteria	3.61769	38.3875	3327	3221	2012/07/11	2013/06/09	Complete	Genoscope	0	GCA_000306865.1
Oceanimonas sp. GK1	511062	PRJNA68171	68171	Proteobacteria	Gammaproteobacteria	3.52724	61.0773	3333	3221	2012/01/19	2012/06/18	Complete	Iranian Biological Resource Center	0	GCA_000243075.1
Desulfovibrio vulgaris RCH1	573059	PRJNA32603	32603	Proteobacteria	delta/epsilon subdivisions	3.73436	63.2409	3338	3221	2010/11/05	2013/06/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS004135	GCA_000166115.1
Brucella melitensis NI	1029825	PRJNA66633	66633	Proteobacteria	Alphaproteobacteria	3.29447	57.2357	3290	3229	2011/10/06	2013/06/08	Complete	China Agricultrual University	0	GCA_000227645.1
Bacteriovorax marinus SJ	862908	PRJNA50431	50431	Proteobacteria	delta/epsilon subdivisions	3.43791	36.6997	3292	3231	2010/07/23	2012/11/23	Complete	Wellcome Trust Sanger Institute	0	GCA_000210915.2
Desulfotalea psychrophila LSv54	177439	PRJNA12751	12751	Proteobacteria	delta/epsilon subdivisions	3.65963	46.6208	3322	3234	2004/07/31	2012/12/21	Complete	e.gene Biotechnologie GmbH	0	GCA_000025945.1
Laribacter hongkongensis HLHK9	557598	PRJNA30817	30817	Proteobacteria	Betaproteobacteria	3.16933	62.4	3333	3235	2009/04/14	2012/12/23	Complete	The University of Hong Kong	0	GCA_000021025.1
Ruminococcus sp. SR1/5	41978	PRJNA39149	39149	Firmicutes	Clostridia	3.54561	44.2	3293	3240	2010/03/25	2013/06/11	Complete	MetaHIT	0	GCA_000209835.1
Brucella suis ATCC 23445	470137	PRJNA20371	20371	Proteobacteria	Alphaproteobacteria	3.32461	57.1843	3425	3240	2007/12/20	2013/01/02	Complete	Virginia Bioinformatics Institute (VBI)	0	GCA_000018905.1
Bacteroides helcogenes P 36-108	693979	PRJNA41913	41913	Bacteroidetes/Chlorobi 	Bacteroidetes	3.99891	44.7	3436	3244	2011/01/18	2013/06/10	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS139741	GCA_000186225.1
